,b1_0,b5_0,l_0,vol_0,espmin_0,espmax_0,b1_1,b5_1,l_1,vol_1,espmin_1,espmax_1,homo,lumo,nat_charge_1,nat_charge_2,pert_1,pert_2,pert_3,pi_orb,pi*_orb,disp_1_0,disp_2_0,disp_3_0,disp_4_0,disp_5_0,disp_6_0,disp_7_0,disp_8_0,disp_9_0,disp_10_0,disp_1_1,disp_2_1,disp_3_1,disp_4_1,disp_5_1,disp_6_1,disp_7_1,disp_8_1,disp_9_1,disp_10_1
react_459,1.6650181775885269,6.630178946002987,10.04430690296195,35.77852854147641,2.048680175948979,148.13787627147298,1.811920058936198,3.101787758121893,6.063038094646736,0.0014806477865441,48.83433626120991,143.3875117448647,-6.4846,-1.9691,-0.06891,-0.34768,9.11,6.37,5.67,-0.39285,0.00032,200.14996212121207,70.64871212121211,128.29343939393934,59.54051515151511,71.29845454545455,49.837765151515136,56.21003030303032,43.623007575757576,14.603871212121215,1.0917727272727271,112.93693939393937,102.40236363636365,84.10606060606058,124.68355303030303,72.04123484848486,55.702318181818185,57.138113636363634,48.875916666666704,25.62445454545455,11.786575757575763
react_613,1.258207922734557,4.031457733924906,9.742083553061148,48.6363989679566,31.93241245110489,143.30215891090648,1.6647755784167813,1.6648220287078823,2.3544667714880827,5.65157432116318,66.85372686292887,149.76907985702863,-5.518,-1.0642,-0.09339,-0.36734,8.74,5.54,5.39,-0.22771,0.06022,156.99428571428572,0.0,32.644999999999996,106.04514285714286,61.336571428571425,32.297000000000004,50.82342857142857,34.80642857142857,0.0,0.0,119.06357142857142,37.93071428571428,2.416,54.17771428571428,84.53671428571428,46.800999999999995,66.99742857142857,30.662,32.36271428571428,0.0
react_731,1.6477138465371648,12.199554994645398,5.708776834933174,102.96500528880418,5.775370998263372,140.06062615603616,1.6647242897878511,1.6649162960228348,2.3544771165433547,5.651502714961381,66.9135470268539,147.30901206606782,-5.9256,-1.4661,-0.04993,-0.4123,6.02,5.90,4.45,-0.26008,0.04285,135.12702702702705,25.669864864864863,35.44137837837839,52.46586486486486,28.303729729729724,64.96078378378377,36.50024324324323,56.73464864864866,39.10932432432432,46.52735135135134,107.9882162162162,28.906108108108103,35.9597027027027,44.34624324324325,29.219054054054048,56.70618918918919,51.003702702702704,54.500405405405424,40.5548108108108,71.65578378378379
react_732,1.647801107394634,9.851934998872592,4.309536015270767,66.37789276487786,17.191873408139973,146.95108750480344,1.6648416203744507,1.6649160760794557,2.3544291354848115,5.651687577655888,67.58775110696682,144.8147207244301,-5.9747,-1.1474,-0.04432,-0.39343,5.69,5.56,4.81,-0.27161,0.0306,134.95017857142855,23.023107142857146,36.25357142857143,55.65864285714286,28.150749999999995,46.68589285714285,39.66407142857143,37.26564285714285,6.615142857142857,0.9723214285714287,108.07525000000001,32.16746428571429,31.559285714285704,50.12439285714286,29.432500000000005,54.907857142857154,45.9964642857143,33.98532142857143,17.01414285714286,5.976642857142855
react_733,1.647639713585713,11.941080381408812,5.807401099700568,73.18021791436091,8.395068099250476,148.2123933974224,1.6647568731477251,1.664784763672899,2.354465820982646,5.651148264964277,67.3880595216583,149.22262214658446,-6.2987,-1.1988,-0.04425,-0.39458,5.69,5.56,4.87,-0.25546,0.03422,135.11416666666668,30.810595238095246,33.43585714285714,50.183285714285724,31.24266666666667,57.5517619047619,18.010023809523812,38.80211904761903,49.35514285714286,111.71345238095235,108.11223809523807,31.196357142857146,37.299190476190475,42.94933333333334,32.17973809523809,52.05728571428571,39.03980952380954,36.69309523809523,38.25361904761904,138.43840476190474
react_734,1.6479839947310115,11.241149724893903,4.54455443408568,79.9404467842113,11.636644842534553,144.87440892311378,1.6647327359507766,1.6649173596986804,2.354493063044948,5.651617497535562,66.81489168241329,148.07104431674134,-6.2724,-1.0057,-0.04788,-0.40828,6.02,5.84,4.58,-0.25174,0.04023,135.14795833333332,24.299520833333332,36.06002083333333,52.69283333333334,30.695624999999996,51.69133333333334,25.210875000000005,24.517854166666666,31.56643750000001,17.25760416666667,108.09933333333333,28.982125000000007,34.86295833333332,47.03470833333335,31.112770833333325,52.39024999999999,39.63377083333334,30.468479166666665,22.598770833333333,33.956895833333334
react_735,1.6478467357022015,10.351164324258592,4.288310089273228,67.39964339744527,11.62118507999964,146.22101224060486,1.6648093377795103,1.6648955105053704,2.3544882190769583,5.651377884485461,67.30948485673137,151.58504318907416,-6.2927,-1.0031,-0.05593,-0.38327,5.76,5.60,5.49,-0.25039,0.04262,135.12161538461538,28.224500000000003,34.50415384615385,52.98723076923078,29.963499999999996,54.644653846153844,20.240615384615385,23.800423076923078,20.515961538461543,2.170307692307692,108.08469230769232,31.48111538461539,34.431,41.13961538461538,33.75357692307692,55.64776923076923,36.895538461538465,25.067269230769224,19.892961538461538,15.779423076923079
react_736,1.6478611051420944,10.47386803015556,5.931551679899043,95.75074013303951,19.018874882749,144.25770435140765,1.6648216432376286,1.6648530657093568,2.3545066452290717,5.651796669321428,66.91928855024241,152.63198977630148,-5.4585,-0.7412,-0.04155,-0.39868,5.68,5.54,4.89,-0.24365,0.04779,135.34023076923074,26.724615384615387,35.64900000000001,45.749153846153845,35.09184615384615,57.333000000000006,23.04507692307692,26.271615384615384,49.165461538461535,5.839538461538462,108.0573076923077,37.75069230769231,32.40176923076923,40.326615384615394,41.168692307692304,51.22338461538462,38.407076923076914,32.012846153846155,30.251692307692306,28.60946153846154
react_737,1.6867525518557194,7.1227406468050125,3.724226518331804,9.657925251932104,31.84449015412396,144.13802016064568,1.8119061708258208,3.1017825940970187,6.0630556510246025,0.0009607669434789,48.96509668436012,146.75948275952385,-6.077,-0.7309,-0.03524,-0.39253,5.29,5.23,3.44,-0.23821,0.04745,200.36049056603775,47.812056603773556,131.1831886792453,66.96284905660377,28.988962264150942,10.143924528301886,0.6941132075471699,0.0,0.0,0.0,114.84596226415091,82.61452830188679,102.43994339622643,120.7571509433963,35.15449056603774,19.89541509433962,9.694622641509431,0.7434716981132076,0.0,0.0
react_738,1.6479468455491066,10.571680626610709,5.29428190778703,85.50266143678255,18.43793176192644,143.87845068054102,1.6822521964235473,3.091909918316447,3.695254331834304,19.08026990697319,58.78119486568757,147.2184963979534,-5.4596,-0.7479,-0.04889,-0.41176,5.99,5.75,5.47,-0.24353,0.04794,154.5346607142857,29.23739285714287,37.43075000000001,53.09398214285712,34.53217857142858,47.31987499999999,29.211071428571426,26.26933928571429,49.02750000000002,6.248196428571427,107.84483928571426,57.78051785714286,26.928589285714292,54.448249999999994,31.572732142857152,57.692446428571394,42.114428571428576,25.604589285714294,36.667107142857155,26.251446428571448
react_739,1.681748655547813,10.058441452218284,7.335752892853979,109.65523890075046,20.97607089246909,137.27874082415912,1.6838606210739313,4.4257439693991225,3.714826226805171,27.12445079630701,50.13114996538508,141.31299292526543,-5.4545,-0.7403,-0.04234,-0.42278,6.08,5.92,5.81,-0.24352,0.04795,153.81924999999987,45.82641249999999,49.987693750000005,54.229506249999986,33.718862499999986,51.89126874999996,22.981381250000005,26.22832499999999,49.33118125,5.718468749999999,107.8507875,65.37389374999997,35.1543,63.9950375,35.833712500000004,56.4993875,38.61883125000003,27.85106874999999,34.704768750000014,27.850562500000013
react_740,1.647938929538745,10.473708263491623,5.931982725853823,95.75623940733796,19.299490653938264,143.2095487416864,1.681228242642964,4.98560358656712,3.724987291589014,31.11896599478378,44.33307548628044,141.4291798175038,-5.4787,-0.7849,-0.05094,-0.41407,6.45,5.98,5.73,-0.24255,0.03092,154.61821406727827,49.713045871559665,59.377418960244604,67.10189908256879,36.618250764525975,54.28003058103972,17.83738532110092,26.086685015290524,49.50256880733948,5.420889908256878,107.8361559633028,63.16557798165137,41.34885932721713,71.88359021406721,50.10158715596331,53.04546788990823,41.2669510703364,28.160541284403664,34.380837920489256,29.366819571865395
react_741,1.647893788393512,10.571465894131522,5.294109544344317,85.49097044793069,18.951034583051616,139.7019380412499,1.6833264221955435,6.022914617449814,4.423487514199259,43.08826081167487,35.18300016761287,141.66926688562256,-5.4342,-0.7081,-0.04941,-0.3823,5.57,5.56,5.55,-0.2425,0.04889,154.8346046511627,51.80860676532768,57.465953488372115,77.24803805496832,48.64479704016916,61.078849894291785,15.398031712473573,26.95953911205071,48.60507610993659,5.327832980972523,107.80536363636364,64.84979915433402,42.858010570824554,79.60860253699788,59.76163636363643,61.0252748414376,40.659997885835054,29.858539112050735,33.228473572938675,27.715632135306514
react_742,1.647820392353135,10.474094611616527,5.931011114155436,95.74316976974367,19.9401670286244,139.254574492618,1.683406264556282,8.26365164772635,3.7162153191889686,51.55471510356326,30.5198501073045,144.21812124235598,-5.4619,-0.7472,-0.03671,-0.39684,5.54,5.51,4.61,-0.24212,0.03155,155.11643527204478,57.23803377110698,57.41285741088177,79.29150844277679,59.19028517823641,70.86543527204502,14.22703752345217,29.069590994371453,46.657024390243855,5.099455909943716,107.80308442776743,67.0017317073171,46.76056472795497,77.43841088180116,68.85042589118201,65.92508255159476,49.12045403377111,31.425052532833007,34.17636585365856,25.666491557223253
react_743,1.647814156193428,10.571527542369807,5.2941099474100834,85.48512386850442,18.791732017205828,142.64438804876772,1.6897330543348557,6.046682315711337,6.753720779053796,67.2557911440986,37.01213027984263,146.15405120717546,-5.4178,-0.6882,-0.0678,-0.37614,5.74,5.64,5.57,-0.24196,0.04936,150.79525762711862,115.97351186440679,99.42636271186436,124.17060338983046,77.02544067796613,66.07392881355932,15.388925423728814,26.786240677966095,48.39368813559325,5.695081355932203,103.93472542372879,65.62096610169495,140.78950847457628,114.88950508474579,90.94045423728812,84.52045762711866,42.393522033898286,28.872579661016943,33.55846779661015,24.208854237288126
react_744,1.692298569863835,8.528694102986357,7.550730177354463,94.4675706723217,25.16488522739047,140.043542963754,1.6479382710240145,10.571487965184112,5.294192904065793,85.49500673990134,19.01180787110912,144.27374681923547,-5.4579,-0.7494,-0.07659,-0.40962,6.30,6.08,5.82,-0.24175,0.03182,151.1585795053004,100.88762544169607,164.32503886925795,206.06630035335692,159.3560141342755,134.35028268551238,39.958381625441696,34.934632508833914,42.19834982332155,4.659381625441697,104.4826855123675,76.21739575971732,162.63600706713783,152.38602473498233,177.71829681978798,157.36314840989402,108.13244522968193,36.38332155477029,33.55357243816258,29.021689045936398
react_745,1.6479477501418995,10.571467938358332,5.294243263055452,85.49625236259914,19.95620121332724,138.17978361597557,1.6532972239898922,6.6082668504312325,5.17186510771802,48.09657737868872,35.1390666609145,148.90578125776497,-5.4388,-0.7188,-0.06189,-0.40463,5.97,5.79,5.54,-0.24273,0.04879,151.88798491379313,73.78862499999998,156.9723189655171,164.26473706896564,90.85491594827587,83.85388146551716,7.568573275862076,30.98614439655172,44.42394827586211,4.484584051724138,104.5511336206896,54.42290517241381,151.90098491379294,123.41938146551732,132.3665150862069,96.53806465517238,60.0696099137931,21.47708620689654,35.0135775862069,29.326454741379266
react_746,1.6478381781287852,10.571552388675576,5.294031354049303,85.48704039523989,19.412914998490315,142.4024968909256,1.6788396769422356,3.150088830892141,4.491745270780244,20.552889504668585,27.98660191106513,153.67264984816646,-5.4905,-0.791,-0.08499,-0.4099,7.87,6.32,5.93,-0.24307,0.03042,150.5125564516129,36.622524193548365,48.82551612903222,54.203104838709685,34.0215887096774,46.83263709677416,28.767637096774216,26.778604838709693,48.83995161290324,5.865879032258062,103.3921290322581,64.51404032258067,39.21321774193549,61.77524193548389,29.204620967741935,55.05204838709679,37.04729032258066,33.11766935483869,32.013661290322574,25.940080645161306
react_747,1.6479342521258784,10.571458952203848,5.294341524684056,85.49829764017436,19.989258474905096,145.10799530688843,1.657014033908515,5.27788263756192,4.580860051565335,27.42747587550182,28.788490990420687,144.92615391868603,-5.4812,-0.7726,-0.08484,-0.39846,6.87,6.07,6.02,-0.24216,0.04251,150.23177170417998,68.13305787781351,89.33332797427654,105.41432797427655,76.09510289389064,78.91182636655942,14.516389067524106,29.661157556270076,45.62320900321543,4.918967845659168,103.9267170418006,78.3775691318328,70.85665273311896,104.81929260450153,68.39735048231512,100.16918006430873,46.809389067524094,30.869205787781333,35.72977170418005,22.884009646302257
react_748,1.681725797389393,10.058316554834652,7.335936167170308,109.65239949541932,19.038104910426497,142.19365885309884,1.6561185357263988,5.182002978195728,3.9277737951233327,25.71637084275333,39.840815958178105,146.93277056615426,-5.4557,-0.7263,-0.05956,-0.37314,4.23,3.88,2.43,-0.24336,0.04801,150.00048453608233,51.5576701030928,70.67960481099651,75.02045704467353,41.251776632302395,49.2093848797251,26.098573883161517,27.926061855670113,47.48486254295533,5.786089347079042,103.66908591065297,66.54962542955326,54.12631615120275,79.81667353951892,52.62834707903781,60.575701030927796,36.523357388316136,32.76500687285226,33.10240893470792,25.258443298969066
react_749,1.6817027495278152,10.058358085446432,7.33588721736807,109.65047580978576,20.15701578958146,138.96857155263737,1.676865877094879,7.903264323482237,5.678172518684639,40.81704222709287,29.277622385071545,141.2908366326811,-5.4413,-0.7276,-0.05161,-0.41256,6.19,5.97,5.10,-0.24281,0.04332,152.0589525065962,60.97805013192613,82.26045646437998,108.14555672823212,81.2239788918206,95.6210976253298,25.405794195250646,34.70434828496039,44.28131398416888,5.023678100263852,107.60703693931399,70.67877044854879,66.80618733509233,89.08158047493396,92.5208759894459,92.24933509234832,66.28325593667549,40.872693931398395,36.268137203166226,27.33535356200525
react_750,1.6766710948580157,8.63659493961153,9.891070226058533,137.8281713535298,16.334253769570743,140.4791198765278,1.647831438782544,10.4737396951669,5.9317504350333135,95.74745230720929,19.52602985537225,143.28820178254605,-5.4715,-0.7629,-0.05367,-0.40726,6.17,6.00,5.76,-0.24404,0.04751,151.7565772357723,53.239256097560975,126.99760162601623,194.3543292682926,177.00480081300816,178.54972764227642,82.29698373983739,51.06733333333331,44.359735772357695,5.0882520325203195,107.89187804878051,67.17967073170732,95.89704065040642,112.28159349593498,207.0309878048781,172.1586341463415,135.06051219512202,89.78525203252026,47.50809349593496,29.920934959349594
react_751,1.6478431570266003,10.473868514404147,5.931483658042981,95.74723814194763,19.09022885896709,143.933966945271,1.6766966889009456,6.310150133586663,7.326639097502322,46.5347340085598,33.12488833609198,140.27944448096358,-5.4284,-0.7113,-0.05243,-0.41263,6.16,5.95,5.58,-0.24241,0.04908,151.47071979434438,56.88879177377888,116.27762724935727,136.43707969151677,95.72385604113111,96.10500257069404,22.50361439588689,27.852550128534666,48.14189974293063,5.225979434447301,107.72912082262206,63.758542416452435,96.8262827763497,92.02124164524422,139.5697172236504,91.53867095115683,64.54533161953722,40.66292287917739,33.84468123393315,26.13060925449871
react_752,1.647821899767341,10.571730022104036,5.2936620275145145,85.48588537661487,18.889445720937257,143.32457618467893,1.689241045916885,3.098649665043034,5.005048936232525,25.99083637265448,40.50713111474864,152.37387090983628,-5.5139,-0.806,-0.06005,-0.38093,6.19,5.70,5.49,-0.24563,0.04598,151.53944516129036,89.85862580645168,79.85967096774193,54.571864516129004,32.73971612903228,48.08920645161291,28.26107096774192,27.98138064516128,47.260541935483865,6.086683870967742,107.19755483870968,92.23518064516125,52.572058064516135,97.85532903225804,33.26988387096773,54.16557419354838,38.81678709677418,30.657787096774197,33.27010322580644,26.20794838709678
react_753,1.6478718796650371,10.47399992432793,5.931270837976896,95.74820975047098,19.562568288480342,144.2658731441732,1.6738711077879307,3.651277093570581,3.685498286911598,11.14761982129111,34.6765739844869,147.80157104294025,-5.5254,-0.8203,-0.05072,-0.39502,5.95,5.52,4.81,-0.24607,0.04541,150.85449572649574,34.001427350427356,41.58127350427348,57.19574358974357,31.67741880341879,46.33942735042735,28.944555555555556,27.27909401709402,48.21908547008547,6.004264957264957,106.74531623931622,60.71611111111115,33.21468376068377,56.954153846153844,30.607034188034188,57.51290598290599,37.52713675213676,28.378179487179487,37.13829059829061,23.302974358974353
react_97,1.1185908175698018,7.004222040430612,7.942115519980212,56.26987151433394,31.828281710041576,140.9629303673872,1.6822632669180315,3.0920051872693306,3.694997490090075,10.823979120594691,55.51054033762519,145.94504964038106,-6.0537,-0.7739,0.35529,-0.50481,7.59,7.32,5.88,-0.263,0.06546,175.29778048780483,144.78604878048776,135.69199999999998,140.5861463414634,87.51053658536587,34.0009756097561,2.808048780487805,0.0,0.0,0.0,106.47265853658539,161.19982926829266,128.17509756097564,158.0957804878049,80.70748780487803,55.763390243902435,27.908341463414633,2.358951219512195,0.0,0.0
react_98,2.4758101974345403,5.558282660226228,3.466176859213811,23.943576033362717,31.29896241271282,148.37221867865588,1.6821968410041637,3.09206845656534,3.6949142977154232,10.8238780258821,59.002091690229165,151.28835093904385,-6.3125,-0.2338,0.32554,-0.46955,7.14,6.28,6.13,-0.24374,0.04235,152.60962903225797,36.17406451612903,55.006032258064494,48.523290322580664,35.35085483870968,16.59033870967742,1.3176612903225806,0.0,0.0,0.0,107.11725806451611,61.73317741935484,55.75035483870966,59.11922580645162,14.240532258064516,41.532500000000006,4.679306451612904,1.399516129032258,0.0,0.0
react_99,1.6865936791643852,4.556764801955003,5.5237244161547885,42.087003430483776,26.84559880804266,153.67602666487198,1.6821690703977443,3.092041329714569,3.6950117437578567,19.07917832675003,55.871504805761205,142.74362233344445,-6.8526,-0.0081,0.32688,-0.45576,7.62,7.37,6.03,-0.38487,0.01909,150.181696969697,27.31186363636364,64.83672727272725,40.99198484848484,3.7254090909090913,0.0,0.0,0.0,0.0,0.0,117.46795454545456,42.842575757575766,31.687500000000007,76.40369696969694,17.536196969696967,1.1097575757575753,0.0,0.0,0.0,0.0
react_362,1.6860578888606623,5.898120689204647,14.553916765591524,96.31205492353456,-3.097643390356821,144.22401819983995,3.329796534706807,4.79933848723917,5.082009865180184,50.943630592841984,43.53990075642277,147.9814277441941,-5.5035,-0.395,-0.49251,-0.37179,4.64,3.99,2.88,-0.2966,0.00626,210.73427402135226,188.6134875444842,141.85137010676155,93.4687402135231,61.5852099644128,69.32996085409255,41.08759786476868,27.682992882562274,23.047480427046267,26.783843416370104,90.2668540925267,224.70191814946617,140.17318861209955,131.59290391459078,70.8498149466192,68.09791103202845,62.91007473309614,35.884900355871864,22.459224199288265,37.24816725978646
react_448,1.67741028568495,11.982753750079958,6.716288779606646,120.6159512532933,-30.20711940550696,141.0933854444298,3.366978731292663,3.3671640468237416,4.114103329920202,40.39413511708758,49.82758121558967,145.79346016992443,-6.294,-1.833,-0.52011,-0.33245,6.22,4.79,4.06,-0.35298,0.02626,211.94681914893613,161.37868085106388,60.60177659574465,34.16892553191488,27.087531914893624,51.236723404255315,51.31328723404254,48.31724468085106,31.10174468085105,43.554638297872344,88.45217021276592,188.42663829787233,89.43877659574473,76.55255319148935,31.10693617021275,42.58181914893617,61.848808510638285,46.00471276595743,39.05892553191489,57.23603191489364
