,b1,b5,l,vol,espmin,espmax,b1^2,b1 b5,b1 l,b1 vol,b1 espmin,b1 espmax,b5^2,b5 l,b5 vol,b5 espmin,b5 espmax,l^2,l vol,l espmin,l espmax,vol^2,vol espmin,vol espmax,espmin^2,espmin espmax,espmax^2,ddG er (kcal/mol)
react_183,1.6593087284723316,2.907247169159015,2.907377400456329,12.204276167020277,52.68576479629296,153.70462026334403,2.753305456384466,4.8240206036120306,4.824236697540384,20.250661968623596,87.4219493927292,255.04341800949194,8.452086102583108,8.452464717153559,35.48084733820453,153.1705405590004,446.8573221472683,8.452843348684201,35.48243671692254,153.17740189449978,446.8773392993683,148.94435676089915,642.991623644634,1875.8536338408314,2775.7898121703024,8098.045471298068,23625.110290298788,0.8048244472990138
react_184,1.664788464727418,1.6648159576461867,2.3545511157756205,5.651465352774283,67.14057612493035,150.28600634435222,2.7715206322894734,2.7715664021835016,3.919829537154324,9.408494328105293,111.77485664793713,250.19440977202913,2.77161217283339,3.919894270636887,9.408649703383162,111.77670253834262,250.19854157299363,5.543910956800219,13.306664052141947,158.08591842877274,353.85608392355647,31.939060633608147,379.44263973534805,849.3361578619226,4507.856962387567,10090.289049474744,22585.883702934676,0.3966976844670258
react_185,1.6821416817567505,3.092167531332264,3.694910056510551,19.07909664612412,55.95854645595335,149.73227021432805,2.829600637503429,5.201463891428874,6.215362216398589,32.093743718710805,94.13020344408062,251.870892831586,9.561500041825466,11.425280907934987,58.9957631762953,173.03320045164708,462.99726434941425,13.652360325702803,70.49554606690074,206.7617960478149,553.247270999076,364.0119288321447,1067.6385160097605,2856.756454462737,3131.3589214630897,8378.800198743837,22419.752743536552,0.8416047555871515
react_186,3.367004436519638,3.367123620719554,4.114057519886007,40.39327137053217,49.59404164402142,145.76971132105876,11.336718875542925,11.337120169272804,13.852049921553164,136.00432391012347,166.9833582403598,490.80726472819174,11.337521477207558,13.85254025220708,136.00913814985378,166.98926906653372,490.8246381746075,16.925469276930603,166.18024183473403,204.0327399671261,599.7049770320142,1631.6163720134537,2003.2655824884305,5888.115506995662,2459.5689665889304,7229.309133693569,21248.808738624808,0.5262302315478604
react_187,1.6832283606446252,8.140692716600398,3.715988334447045,43.32455340548523,27.768616542206864,148.00391191047592,2.8332577140783926,13.70264485587493,6.254856952365851,72.92511700437542,46.74092289970808,249.1243820140619,66.27087790611077,30.250719169205105,352.69187635799864,226.05577443521275,1204.8543677179782,13.808569301746523,160.99353504991112,103.18785513457395,549.9808101118566,1877.0169277847422,1203.062910379282,6412.203385786146,771.0960646681247,4109.863876588569,21905.157940803918,1.097415714630016
react_188,1.6802947166025832,5.935062463563118,3.716891433858722,36.46408910513627,16.542762176673435,142.54878854993925,2.8233903346425553,9.972654100231418,6.2454730384982104,61.27041626908629,27.79671588347742,239.52397625856173,35.224966446395904,22.059982830234194,216.4166465159151,98.1823268384262,846.0359641491405,13.815281931092345,135.53306043834215,61.48765102683955,529.8383710682074,1329.6297942673175,603.2167540552981,5197.911727514213,273.66298043397717,2358.150707554554,20320.15711705529,0.6869551246443248
react_189,1.691545029634966,4.189815424135479,4.123324355137604,11.87624066341578,48.9348826681863,145.0103624263766,2.8613245872827577,7.087261455784286,6.974788818505815,20.089195864949634,82.77555755314077,245.29155780790234,17.554553288323564,17.275967981869012,49.75925631232441,205.02812618142687,607.5666531535086,17.001803737670937,48.96959237493786,201.77439352153357,597.9247591400094,141.0450922953705,581.1624434033941,1722.1779628647935,2394.6227417491596,7096.065071005909,21028.005211029093,1.1925691598929764
react_19,2.452949746151502,5.198036916977613,7.934501203737916,88.44059084502231,11.417555057010848,144.0595462737395,6.016962457144719,12.750523335986372,19.462932713547712,216.94032486278635,28.006688778765557,353.3708274628699,27.01958779026213,41.243830174833,459.7174561717383,59.348872687966825,748.8268397739427,62.956309352118446,701.7319745191221,90.5926043435965,1143.0406433189241,7821.738109016645,1009.7753152476118,12740.711389315355,130.36056347987397,1644.8078010684226,20753.152872595692,2.271235607736596
react_190,1.6865705821392678,5.6625536605898334,5.769181557001218,51.99912041070359,38.159951022242,147.30835525190662,2.844520328537589,9.550296423735837,9.730131897058673,87.70018678181023,64.35945080998863,248.44593847118622,32.064513959059326,32.6683001442046,294.4478096290811,216.08277034892518,834.1414662671515,33.283455837643,299.9923664537168,220.15168565358832,849.8486463114832,2703.9085234868508,1984.283888072113,7659.904902246592,1456.181862019908,5621.279621579782,21699.751527021923,1.3256122210632166
react_191,0.000231993990337,3.103308971162611,7.343027322808733,0.0039039371534281,37.41983698706025,144.77143844705864,5.382121155248404e-08,0.0007199490314686241,0.001703538209772016,9.056899582486539e-07,0.008681177300388171,0.03358610369216051,9.630526570498343,22.78768256636451,0.012115123191088449,116.12531582138656,449.27050370087284,53.920050263515584,0.02866671718415069,274.77488541103224,1063.0606280790744,1.5240725297916298e-05,0.14608469188900752,0.5651785973087016,1400.2442001381623,5417.323627071161,20958.769390030488,2.494054670518096
